new_status,verdict,status,score,source,title,price,location,url,image_url,category,model,model_confidence,price_signal,reason,risk,seller_message,scraped_at
SEEN_BEFORE,WATCH,PRICE_BAIT_REVIEW,32,Facebook Marketplace,Gameboy Advance Sp Consoles Ags-001,$1,"Athens, GA",https://www.facebook.com/marketplace/item/4396422783935244,https://scontent-ord5-2.xx.fbcdn.net/v/t39.84726-6/685147757_1301039271995787_1790209637501497381_n.jpg?stp=c0.0.261.261a_dst-jpg_p261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=92e707&_nc_ohc=3bb2iYr_DM4Q7kNvwHLwHmB&_nc_oc=Adq5E13UCq-lw2iledpQFMpyA0hT2M8yGq-TV6nVKwYPG76yyXyjcEtlJW_L_SxBdPA&_nc_zt=14&_nc_ht=scontent-ord5-2.xx&_nc_gid=CXzHgTtqU41V5Y2DEcJyEQ&_nc_ss=72289&oh=00_Af7I017Z7RZAXLx16wT6PfoV3Cte8pxHBRNUrvVToNppVQ&oe=6A0055CC,game console,Nintendo Game Boy Advance,85,PRICE_BAIT_REVIEW,price is at or under $25; $1 listing without free/pickup wording; model/category signal: Nintendo Game Boy Advance; matches Matthew interest terms: gameboy,"Check title/photos because cheap listings are often price bait, incomplete, or broken.","Hi, is the Nintendo Game Boy Advance still available? Is the listed price the real price, and does it power on or include the needed cables/accessories?",2026-05-05T22:34:52.711242+00:00
SEEN_BEFORE,WATCH,PRICE_BAIT_REVIEW,19,Facebook Marketplace,Vintage Stereo Help,$1,"Athens, GA",https://www.facebook.com/marketplace/item/2048717552633467,https://scontent-sea5-1.xx.fbcdn.net/v/t39.84726-6/599051222_854858967355354_5391821472572429819_n.jpg?stp=c0.101.261.261a_dst-jpg_p261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=92e707&_nc_ohc=VO_HmZsB_YUQ7kNvwHzdCyo&_nc_oc=AdpUZjYyUeLKIo-T9uhSCATU2CcZBvMseHJ0tQS4G4m7MMb1Gxm3LV-DQxer41dF1ng&_nc_zt=14&_nc_ht=scontent-sea5-1.xx&_nc_gid=O0aO7fPSq4DeSAfNdxxQtg&_nc_ss=7c289&oh=00_Af7bO4GozV5VtV6lGfN3vLGHA9fYfrD6j8iJyF7fdIQdmg&oe=6A0037E2,stereo equipment,,0,PRICE_BAIT_REVIEW,price is at or under $25; $1 listing without free/pickup wording; category signal: stereo equipment; matches Matthew interest terms: stereo,"Check title/photos because cheap listings are often price bait, incomplete, or broken.","Hi, is the stereo equipment still available? Is the listed price the real price, and does it power on or include the needed cables/accessories?",2026-05-05T22:34:52.711330+00:00
SEEN_BEFORE,WATCH,PRICE_BAIT_REVIEW,8,Facebook Marketplace,Amps reciever rack dj garrard sony misc,$1,"Atlanta, GA",https://www.facebook.com/marketplace/item/2444281672742532,https://scontent-lax3-1.xx.fbcdn.net/v/t39.84726-6/687788017_4451232115142377_8238857981141895000_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=92e707&_nc_ohc=TER127CdBNMQ7kNvwEhRn4G&_nc_oc=AdponVRWHVloIbgJg3aglENq0M9ish9c95ikHmL7JSGB1p1nQW7_qiwpvBr-23JYfng&_nc_zt=14&_nc_ht=scontent-lax3-1.xx&_nc_gid=C07unBR7oPQR-_FDM3LTxA&_nc_ss=72289&oh=00_Af5LWkOi4R9ysVX7AFo5SQNqzw1z2arq-64G0C4xDvmI8Q&oe=6A003A97,unknown,Sony (model unknown),25,PRICE_BAIT_REVIEW,price is at or under $25; $1 listing without free/pickup wording; model/category signal: Sony (model unknown),"Check title/photos because cheap listings are often price bait, incomplete, or broken.","Hi, is the Sony (model unknown) still available? Is the listed price the real price, and does it power on or include the needed cables/accessories?",2026-05-05T22:34:52.710901+00:00
SKIP,SKIP,SKIP,42,Facebook Marketplace,"🔥🎮 Nintendo 64 Original Console n64, comes with 1 Memory Pak 🎮",$80,"Athens, GA",https://www.facebook.com/marketplace/item/1292097159539096,https://scontent-atl3-2.xx.fbcdn.net/v/t39.84726-6/675572076_950610431224478_7534181120015614467_n.jpg?stp=c112.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=92e707&_nc_ohc=y2Hw_LAHrKMQ7kNvwGTOjya&_nc_oc=AdrTLaoAmGNlCLcBVQi91-lEIjPvYyJvH1T7ueOvdaBWJRTbJcl5vbvr8MzLhu8l0JE&_nc_zt=14&_nc_ht=scontent-atl3-2.xx&_nc_gid=4O4E_FB61Qo6vqvJlM4PyQ&_nc_ss=72289&oh=00_Af5QKHBLHtxkuiOdxux2tg6yviWUpP46ki45cw5-qs4kZg&oe=6A003CA0,game console,Nintendo 64,95,NO_PRICE_SIGNAL,"model/category signal: Nintendo 64; matches Matthew interest terms: nintendo, n64, nintendo 64",Manual review required before pickup.,"Hi, is the Nintendo 64 still available? Is the listed price the real price, and does it power on or include the needed cables/accessories?",2026-05-05T22:34:52.711291+00:00
SKIP,SKIP,SKIP,42,Facebook Marketplace,Nintendo Gameboy Game Boy Original Console DMG 01 comes with Light Boy magnifier,$100,"Athens, GA",https://www.facebook.com/marketplace/item/1281258237217056,https://scontent-ord5-2.xx.fbcdn.net/v/t39.84726-6/651815993_1466786068244527_5669867240230346733_n.jpg?stp=c0.42.261.261a_dst-jpg_p261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=92e707&_nc_ohc=YBqjy6kHtFkQ7kNvwHXMMhB&_nc_oc=Adqnp4WVdOwIBn4dO79lxJLOoBxXWCzu-II5BzuTSXQDP6KEAnVbGC_mpzgUKcVQnDA&_nc_zt=14&_nc_ht=scontent-ord5-2.xx&_nc_gid=CXzHgTtqU41V5Y2DEcJyEQ&_nc_ss=72289&oh=00_Af69R1pYOIEw8-XRccGRKlHamVCZ5nAGIiClaclccVpEMQ&oe=6A00579A,game console,Nintendo Game Boy,95,NO_PRICE_SIGNAL,"model/category signal: Nintendo Game Boy; matches Matthew interest terms: nintendo, game boy, gameboy",Manual review required before pickup.,"Hi, is the Nintendo Game Boy still available? Is the listed price the real price, and does it power on or include the needed cables/accessories?",2026-05-05T22:34:52.711233+00:00
SKIP,SKIP,SKIP,42,Facebook Marketplace,Nintendo Wii U,$110,"Athens, GA",https://www.facebook.com/marketplace/item/1449353936511483,https://scontent-det1-1.xx.fbcdn.net/v/t39.84726-6/686921635_851907503970442_8506379530443243130_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=92e707&_nc_ohc=ledbZdgAfSoQ7kNvwFnE6Ii&_nc_oc=Adoy6xGljI-lZ1U8sCFiwnGrpNWT9k3ziqbU95tqnHcZWR-TdEwoQomkpLsfTzrhA8k&_nc_zt=14&_nc_ht=scontent-det1-1.xx&_nc_gid=TS_LtFlqTM7mTq-CSTr7qw&_nc_ss=72289&oh=00_Af4BP8EMAJv1tz2-ANZW775OVbMmVZopU83GgtyQ3ol4cQ&oe=6A005087,game console,Nintendo Wii U,95,NO_PRICE_SIGNAL,"model/category signal: Nintendo Wii U; matches Matthew interest terms: nintendo, wii, wii u",Manual review required before pickup.,"Hi, is the Nintendo Wii U still available? Is the listed price the real price, and does it power on or include the needed cables/accessories?",2026-05-05T22:34:52.711013+00:00
SKIP,SKIP,SKIP,42,Facebook Marketplace,Vintage Apple Macintosh Classic Computer GCC UltraDrive 45 Lot,$145,"Athens, GA",https://www.facebook.com/marketplace/item/2093134231522811,https://scontent-ord5-3.xx.fbcdn.net/v/t39.84726-6/656943136_1471236028044111_3705343584433114275_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=92e707&_nc_ohc=j58tWtDmgx4Q7kNvwE_Kw8h&_nc_oc=Adrx6ADjEjiLC7H-FG9s-QldiZRnBbfoWL8q2wTREboQ9BXSEVi2QCOWnRtpqu_erTmtucfhR2PVhquRQbzfowqO&_nc_zt=14&_nc_ht=scontent-ord5-3.xx&_nc_gid=wTXNH6PrD7uJHgnaw0o-bg&_nc_ss=72289&oh=00_Af77QyBxTG7Yzzv7C4WcUatFjNJ9bHrXYpYA69Dc1_2Cpg&oe=6A002752,computer,Macintosh Classic,95,NO_PRICE_SIGNAL,"model/category signal: Macintosh Classic; matches Matthew interest terms: computer, macintosh, apple",Manual review required before pickup.,"Hi, is the Macintosh Classic still available? Is the listed price the real price, and does it power on or include the needed cables/accessories?",2026-05-05T22:34:52.710717+00:00
SKIP,SKIP,SKIP,42,Facebook Marketplace,"Apple iMac G4 ""Sunflower"" Vintage Computer - Fully Working",$150,"Atlanta, GA",https://www.facebook.com/marketplace/item/1729525508458646,https://scontent-lax3-2.xx.fbcdn.net/v/t39.84726-6/680382917_1004520455624527_9184805607650877002_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=92e707&_nc_ohc=h4X2Tz0ca-MQ7kNvwHujok3&_nc_oc=AdoR3SrVonyeO6ySbbpLAnHua86BmXFupjsTWOxptBemI9oXraD6efHitP9-8wIGdsfkDGmb1Y7hzU_dTyLDUFHF&_nc_zt=14&_nc_ht=scontent-lax3-2.xx&_nc_gid=3ffJBUI5zXhS-9tPK2vJmQ&_nc_ss=72289&oh=00_Af4XMUg7JTzABEiEVpjWMSg6RJtbvXXsui_aIzHLli9SYg&oe=6A0027C2,computer,Apple iMac G4,95,NO_PRICE_SIGNAL,"model/category signal: Apple iMac G4; matches Matthew interest terms: computer, imac, apple",Manual review required before pickup.,"Hi, is the Apple iMac G4 still available? Is the listed price the real price, and does it power on or include the needed cables/accessories?",2026-05-05T22:34:52.710973+00:00
SKIP,SKIP,SKIP,42,Facebook Marketplace,Wii u NINTENDO,$220,"Athens, GA",https://www.facebook.com/marketplace/item/26638636712490674,https://scontent-det1-1.xx.fbcdn.net/v/t39.84726-6/667024889_1752248549071129_1744046081464393203_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=92e707&_nc_ohc=l0-vEUX93RAQ7kNvwG9lk7r&_nc_oc=AdrMeHDbfM3FPBsD3xVJCVhqEZyGk-KjU509yB4wvJrErbPojGbq168UgupLpjeUFR4&_nc_zt=14&_nc_ht=scontent-det1-1.xx&_nc_gid=TS_LtFlqTM7mTq-CSTr7qw&_nc_ss=72289&oh=00_Af6XD89ZrXuCohMTHu-zUnBwha6mX-hCNLNWZlIE_9SgWQ&oe=6A00573D,game console,Nintendo Wii U,95,NO_PRICE_SIGNAL,"model/category signal: Nintendo Wii U; matches Matthew interest terms: nintendo, wii, wii u",Manual review required before pickup.,"Hi, is the Nintendo Wii U still available? Is the listed price the real price, and does it power on or include the needed cables/accessories?",2026-05-05T22:34:52.711023+00:00
SKIP,SKIP,SKIP,38,Facebook Marketplace,Nintendo GameCube,$45,"Atlanta, GA",https://www.facebook.com/marketplace/item/1636179254290472,https://scontent.fhnl3-2.fna.fbcdn.net/v/t39.84726-6/671729957_1376624447842720_3559258260044127924_n.jpg?stp=c0.148.261.261a_dst-jpg_p261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=92e707&_nc_ohc=P40cbgsGqtQQ7kNvwFTsDR7&_nc_oc=AdrNX77CgN0v5EzDsHgrAuwftQEy9VsSPtPsi9MYaz3rpWSU5VDtxIC3APARWDFmibI&_nc_zt=14&_nc_ht=scontent.fhnl3-2.fna&_nc_gid=2FxNi63Sn22cMe2Ai2T0Xw&_nc_ss=72289&oh=00_Af6_gbihu5GXnAoN7wXnX-2mYLDDAtNiAfL12I7oaSVxeg&oe=6A004D1B,game console,Nintendo GameCube,95,NO_PRICE_SIGNAL,"model/category signal: Nintendo GameCube; matches Matthew interest terms: nintendo, gamecube",Manual review required before pickup.,"Hi, is the Nintendo GameCube still available? Is the listed price the real price, and does it power on or include the needed cables/accessories?",2026-05-05T22:34:52.710852+00:00
SKIP,SKIP,SKIP,38,Facebook Marketplace,Sony walkman working conditions. 2000' CD player.,$60,"Athens, GA",https://www.facebook.com/marketplace/item/1473993697793133,https://scontent-atl3-2.xx.fbcdn.net/v/t39.84726-6/681867459_1316311343747004_3931278362493075088_n.jpg?stp=c0.0.261.261a_dst-jpg_p261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=92e707&_nc_ohc=DIDxVXbHHOQQ7kNvwHZCGpw&_nc_oc=AdoeeB45BqnnawPKXm0faWGRBa8L1NGBHO59GA_6SR4H9GzV4SNwMYo8XAxXr3a-w6Q&_nc_zt=14&_nc_ht=scontent-atl3-2.xx&_nc_gid=kc5B5c97RaHMUpFs99hGvA&_nc_ss=7c289&oh=00_Af4aF2mEeWQO6BqZT74UAK0cEyGtiT-uNxkH1dlfnWLpxA&oe=6A003902,portable audio,Sony Walkman,95,NO_PRICE_SIGNAL,"model/category signal: Sony Walkman; matches Matthew interest terms: walkman, cd player",Manual review required before pickup.,"Hi, is the Sony Walkman still available? Is the listed price the real price, and does it power on or include the needed cables/accessories?",2026-05-05T22:34:52.710481+00:00
SKIP,SKIP,SKIP,38,Facebook Marketplace,Nintendo gamecube black No cables Pickup in South San Francisco,$60,"Athens, GA",https://www.facebook.com/marketplace/item/937124012642110,https://scontent-ord5-3.xx.fbcdn.net/v/t39.84726-6/681048140_962784853126490_5227902616396966246_n.jpg?stp=c0.151.261.261a_dst-jpg_p261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=92e707&_nc_ohc=MW7vMaWcsOkQ7kNvwEFtNP3&_nc_oc=AdrSvygKouoa2jUcMNH6QL0xGqiR-Q7MoDgN_VKQ9nSvC0TlLaOvkSEj9O2McQuLbe4&_nc_zt=14&_nc_ht=scontent-ord5-3.xx&_nc_gid=TfSO62Pf3_nmVHfktusXGA&_nc_ss=72289&oh=00_Af4bEpgOTga9k1-XiuZRaC9R7kSIKyDyHtwBkHOn6SVv9w&oe=6A004F28,game console,Nintendo GameCube,95,NO_PRICE_SIGNAL,"model/category signal: Nintendo GameCube; matches Matthew interest terms: nintendo, gamecube",Manual review required before pickup.,"Hi, is the Nintendo GameCube still available? Is the listed price the real price, and does it power on or include the needed cables/accessories?",2026-05-05T22:34:52.710520+00:00
SKIP,SKIP,SKIP,38,Facebook Marketplace,Nintendo Gamecube,$60,"Atlanta, GA",https://www.facebook.com/marketplace/item/847613864400615,https://scontent.fhnl3-2.fna.fbcdn.net/v/t39.84726-6/687754186_3289643914676348_7217365701701624102_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=92e707&_nc_ohc=sm_yhWs4AVsQ7kNvwFfaYPw&_nc_oc=Adp-px2yjWQ5UnUvttY1B5gGkDJIO2E2RKQ1x46NVhppwyhXFIWI1xd7VxsUeHBLUdE&_nc_zt=14&_nc_ht=scontent.fhnl3-2.fna&_nc_gid=2FxNi63Sn22cMe2Ai2T0Xw&_nc_ss=72289&oh=00_Af44kIKz9B-FyCeokHJ7AFcad-KnnmI8XuVq5rr4BeunLg&oe=6A003B6E,game console,Nintendo GameCube,95,NO_PRICE_SIGNAL,"model/category signal: Nintendo GameCube; matches Matthew interest terms: nintendo, gamecube",Manual review required before pickup.,"Hi, is the Nintendo GameCube still available? Is the listed price the real price, and does it power on or include the needed cables/accessories?",2026-05-05T22:34:52.710811+00:00
